Model;Run;File;Class;MethodName;Signature;Has_UC_Annotation;UC_Action;UC_References
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserAccount;activateAccount;+ activateAccount ();VRAI;;1.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserAccount;deactivateAccount;+ deactivateAccount (reason : String);VRAI;;15.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserAccount;recordLogin;+ recordLogin ();VRAI;;2.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserAccount;registerAccount;+ registerAccount (email : String, password : String) : ValidationResult;VRAI;;1.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken ();VRAI;;3.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserCredentials;resetPassword;+ resetPassword (token : String, newPassword : String) : ValidationResult;VRAI;;3.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserCredentials;validatePassword;+ validatePassword (password : String) : Boolean;VRAI;;2.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserProfile;updateProfileInfo;+ updateProfileInfo (name : String, phone : String, address : Address) : ValidationResult;VRAI;;4.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;;1.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;WasteJourney;getCurrentStatus;+ getCurrentStatus () : TrackingStatus;VRAI;;10.0
ChatGPT-4o;6;ChatGPT-4o_run6.json;WasteJourney;trackProgress;+ trackProgress () : Stage[];VRAI;;10.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;CollectionPoint;updateDetails;+ updateDetails (name : String, type : PointType, position : Coordinates, hours : OpeningHours[]) : ValidationResult;VRAI;;19.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;CollectionRequest;markCollected;+ markCollected ();VRAI;;8.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;CollectionRequest;scheduleCollection;+ scheduleCollection (by : ServiceProvider, timeslot : TimeRange);VRAI;;8.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;Product;createListing;+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;;5.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;Product;updateListing;+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;;13.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;RoleManager;assignRole;+ assignRole (profile : UserProfile, newRole : UserRole) : ValidationResult;VRAI;;20.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;SearchFilter;filter;+ filter (products : Product[]) : Product[];VRAI;;14.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;ServiceRequest;cancel;+ cancel (by : UserProfile, cancelDate : Date);VRAI;;12.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;ServiceRequest;isCancellable;+ isCancellable () : Boolean;VRAI;;12.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;TransportRequest;markCompleted;+ markCompleted ();VRAI;;9.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;TransportRequest;scheduleTransport;+ scheduleTransport (by : ServiceProvider, timeslot : TimeRange, route : RoutePlan);VRAI;;9.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserAccount;activateAccount;+ activateAccount ();VRAI;;1.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserAccount;deactivate;+ deactivate (reason : String);VRAI;;15.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserAccount;logout;+ logout ();VRAI;;16.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserAccount;recordLogin;+ recordLogin ();VRAI;;2.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserAccount;register;+ register (email : String, password : String, profile : UserProfile) : ValidationResult;VRAI;;1.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserCredentials;incrementFailedLogin;+ incrementFailedLogin ();VRAI;;2.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserCredentials;isResetTokenValid;+ isResetTokenValid (token : String) : Boolean;VRAI;;3.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserCredentials;resetFailedLoginAttempts;+ resetFailedLoginAttempts ();VRAI;;2.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserCredentials;resetPassword;+ resetPassword (newPassword : String);VRAI;;3.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserCredentials;setResetToken;+ setResetToken (token : String, expiry : Date);VRAI;;3.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserCredentials;validateCredentials;+ validateCredentials (inputPassword : String) : Boolean;VRAI;;2.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserProfile;markEmailVerified;+ markEmailVerified (date : Date);VRAI;;1.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;UserProfile;updateProfile;+ updateProfile (name : String, phone : String, address : Address) : ValidationResult;VRAI;;4.0
ChatGPT-4o;7;ChatGPT-4o_run7.json;WasteJourney;track;+ track (trackingCode : String) : WasteJourney;VRAI;;10.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;CollectionPoint;updateDetails;+ updateDetails (validData : Boolean);VRAI;;19.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;Product;editListing;+ editListing (validData : Boolean);VRAI;;13.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;Product;submitListing;+ submitListing ();VRAI;;5.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;RoleManager;assignRole;+ assignRole (user : UserProfile, newRole : UserRole);VRAI;;20.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;SearchFilter;filter;+ filter (products : Product[]) : Product[];VRAI;;14.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;ServiceProvider;updateProviderProfile;+ updateProviderProfile (validData : Boolean);VRAI;;18.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;ServiceRequest;cancel;+ cancel (byUser : UserProfile);VRAI;;12.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;ServiceRequest;markCompleted;+ markCompleted ();FAUX;;
ChatGPT-4o;8;ChatGPT-4o_run8.json;ServiceRequest;schedule;+ schedule (serviceProvider : ServiceProvider, time : TimeRange);FAUX;;
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserAccount;activateEmail;+ activateEmail ();VRAI;;1.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserAccount;deactivate;+ deactivate (reason : String);VRAI;;15.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserAccount;register;+ register (validData : Boolean);VRAI;;1.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserCredentials;generateResetToken;+ generateResetToken () : String;VRAI;;3.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserCredentials;resetPassword;+ resetPassword (newPassword : String);VRAI;;3.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserCredentials;validateCredentials;+ validateCredentials (inputPassword : String) : Boolean;VRAI;;2.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;UserProfile;updateProfileInfo;+ updateProfileInfo (validData : Boolean);VRAI;;4.0
ChatGPT-4o;8;ChatGPT-4o_run8.json;WasteJourney;updateStatus;+ updateStatus (newStatus : TrackingStatus, location : Address);VRAI;;10.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;CollectionPoint;updateLocationDetails;+ updateLocationDetails (info : CollectionPoint) : ValidationResult;VRAI;;19.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;CollectionRequest;acceptCollection;+ acceptCollection (provider : ServiceProvider, scheduled : TimeRange);VRAI;;8.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;CollectionRequest;markAsCollected;+ markAsCollected ();VRAI;;8.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;NotificationService;notifyAccountDeactivation;+ notifyAccountDeactivation (user : UserProfile);VRAI;;15.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;NotificationService;notifyRequestAccepted;+ notifyRequestAccepted (user : UserProfile);FAUX;;
ChatGPT-4o;9;ChatGPT-4o_run9.json;NotificationService;sendPasswordResetLink;+ sendPasswordResetLink (user : UserProfile);VRAI;;3.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;NotificationService;sendRegistrationConfirmation;+ sendRegistrationConfirmation (user : UserProfile);VRAI;;1.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail (user : UserProfile);VRAI;;1.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;Product;publishListing;+ publishListing () : ValidationResult;VRAI;;5.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;Product;updateListing;+ updateListing (updated : Product) : ValidationResult;VRAI;;13.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;RoleManager;assignRole;+ assignRole (user : UserAccount, role : UserRole) : ValidationResult;VRAI;;20.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;SearchFilter;apply;+ apply () : Product[];VRAI;;14.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;ServiceRequest;cancelRequest;+ cancelRequest (by : UserProfile);VRAI;;12.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;ServiceRequest;submitRequest;+ submitRequest () : ValidationResult;VRAI;;6.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;ServiceRequest;viewStatus;+ viewStatus () : RequestStatus;VRAI;;11.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;TransportRequest;acceptTransport;+ acceptTransport (provider : ServiceProvider, scheduled : TimeRange, routePlan : RoutePlan);VRAI;;9.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;TransportRequest;markAsCompleted;+ markAsCompleted ();VRAI;;9.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserAccount;activateAccount;+ activateAccount ();VRAI;;1.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserAccount;deactivate;+ deactivate (reason : String);VRAI;;15.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserAccount;recordLoginTimestamp;+ recordLoginTimestamp ();VRAI;;2.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserAccount;registerNewAccount;+ registerNewAccount (info : UserProfile, credentials : UserCredentials) : ValidationResult;VRAI;;1.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserAccount;unlockAccount;+ unlockAccount ();FAUX;;
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserCredentials;incrementFailedLoginAttempts;+ incrementFailedLoginAttempts ();VRAI;;2.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserCredentials;initiatePasswordReset;+ initiatePasswordReset ();VRAI;;3.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserCredentials;resetFailedAttempts;+ resetFailedAttempts ();VRAI;;2.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserCredentials;resetPassword;+ resetPassword (token : String, newPassword : String) : ValidationResult;VRAI;;3.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserCredentials;validateCredentials;+ validateCredentials (email : String, password : String) : ValidationResult;VRAI;;2.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserProfile;updateProfile;+ updateProfile (info : UserProfile) : ValidationResult;VRAI;;4.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;;1.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;WasteJourney;trackStatus;+ trackStatus (code : String) : TrackingStatus;VRAI;;10.0
ChatGPT-4o;9;ChatGPT-4o_run9.json;WasteJourney;updateCurrentLocation;+ updateCurrentLocation (location : Address);FAUX;;
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionPoint;getDetails;+ getDetails () : CollectionPoint;VRAI;get point details;21.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionPoint;listByCriteria;+ listByCriteria (filter : SearchFilter) : CollectionPoint[];VRAI;list points matching criteria;21.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionPoint;saveUpdates;+ saveUpdates (updated : CollectionPoint);VRAI;save point updates;19.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionPoint;validateLocationData;+ validateLocationData () : ValidationResult;VRAI;validate address & hours;19.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionRequest;accept;+ accept (provider : ServiceProvider, slot : TimeRange);VRAI;provider accepts request;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionRequest;create;+ create (requester : UserProfile, loc : Address, vehicle : VehicleType, qty : Integer, cat : ProductCategory[], slots : TimeRange[]) : CollectionRequest;VRAI;create collection request;6.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionRequest;dispatch;+ dispatch ();VRAI;mark request In-Progress;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;CollectionRequest;markCollected;+ markCollected ();VRAI;mark request as Collected;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;NotificationService;queueAccountDeactivation;+ queueAccountDeactivation (user : UserProfile);VRAI;notify account deactivation;15.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;NotificationService;queueDispatchAlert;+ queueDispatchAlert (provider : ServiceProvider, req : ServiceRequest);VRAI;alert dispatch;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;NotificationService;queuePasswordReset;+ queuePasswordReset (user : UserProfile);VRAI;send password-reset email;3.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;NotificationService;queuePasswordResetConfirm;+ queuePasswordResetConfirm (user : UserProfile);VRAI;send reset confirmation;3.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;NotificationService;queueRegistrationSuccess;+ queueRegistrationSuccess (user : UserProfile);VRAI;send registration success notice;1.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;NotificationService;queueRequestAccepted;+ queueRequestAccepted (user : UserProfile, req : ServiceRequest);VRAI;notify request acceptance;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;NotificationService;queueVerificationEmail;+ queueVerificationEmail (user : UserProfile);VRAI;send verification email;1.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;Product;applyUpdate;+ applyUpdate (updated : Product);VRAI;save listing updates;13.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;Product;publish;+ publish ();VRAI;publish product listing;5.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;Product;validateListing;+ validateListing () : ValidationResult;VRAI;validate listing before publish;5.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;Product;validateUpdate;+ validateUpdate () : ValidationResult;VRAI;validate listing updates;13.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;RoleManager;grantAccess;+ grantAccess (account : UserAccount);VRAI;grant access based on role;2.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;RoleManager;updateRole;+ updateRole (user : UserAccount, newRole : UserRole);VRAI;update user role;20.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;RoleManager;validateRoleTransition;+ validateRoleTransition (user : UserAccount, newRole : UserRole) : ValidationResult;VRAI;validate role change;20.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;SearchFilter;filter;+ filter (products : Product[]) : Product[];VRAI;filter products by criteria;14.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;acceptCollectionRequest;+ acceptCollectionRequest (req : CollectionRequest, slot : TimeRange);VRAI;accept collection request;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;acceptTransportRequest;+ acceptTransportRequest (req : TransportRequest, slot : TimeRange);VRAI;accept transport request;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;approve;+ approve ();VRAI;approve provider profile;18.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;checkCapacity;+ checkCapacity (vehicle : VehicleType, slot : TimeRange) : Boolean;VRAI;verify collection capacity;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;checkLogisticsFeasibility;+ checkLogisticsFeasibility (req : TransportRequest) : Boolean;VRAI;check transport feasibility;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;completeTransport;+ completeTransport (req : TransportRequest);VRAI;mark transport as Completed;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;deactivate;+ deactivate ();VRAI;deactivate provider profile;18.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;dispatchCollection;+ dispatchCollection (req : CollectionRequest);VRAI;dispatch team/vehicle;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;markRequestCollected;+ markRequestCollected (req : CollectionRequest);VRAI;mark request as Collected;8.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;scheduleTransport;+ scheduleTransport (req : TransportRequest, plan : RoutePlan);VRAI;schedule transport with route plan;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceProvider;updateProfileDetails;+ updateProfileDetails (updated : ServiceProvider);VRAI;save provider profile updates;18.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceRequest;assignProvider;+ assignProvider (provider : ServiceProvider);VRAI;assign provider to request;6.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceRequest;cancel;+ cancel (by : UserProfile);VRAI;cancel request;12.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceRequest;getStatus;+ getStatus () : RequestStatus;VRAI;return current status;11.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceRequest;markCompleted;+ markCompleted ();VRAI;mark request as Completed;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;ServiceRequest;schedule;+ schedule (slot : TimeRange);VRAI;schedule request;6.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;TransportRequest;accept;+ accept (provider : ServiceProvider, slot : TimeRange);VRAI;provider accepts transport request;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;TransportRequest;complete;+ complete ();VRAI;mark transport as Completed;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;TransportRequest;create;+ create (requester : UserProfile, plan : RoutePlan, qty : Integer, cat : ProductCategory[], slots : TimeRange[]) : TransportRequest;VRAI;create transport request;6.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;TransportRequest;scheduleTransport;+ scheduleTransport (slot : TimeRange, plan : RoutePlan);VRAI;set transport schedule and route;9.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserAccount;activateAccount;+ activateAccount ();VRAI;activate account after verified email;1.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserAccount;deactivate;+ deactivate (reason : String);VRAI;soft-deactivate account;15.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserAccount;logout;+ logout ();VRAI;terminate user session;16.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserAccount;register;+ register (profile : UserProfile, credentials : UserCredentials) : ValidationResult;VRAI;create account with unverified email;1.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken () : String;VRAI;create password-reset token;3.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserCredentials;recordLogin;+ recordLogin (date : Date);VRAI;record successful login timestamp;2.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserCredentials;updatePassword;+ updatePassword (newPwd : String);VRAI;update password after reset;3.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserCredentials;validatePasswordResetToken;+ validatePasswordResetToken (token : String) : Boolean;VRAI;validate reset token;3.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserCredentials;validatePasswordStrength;+ validatePasswordStrength (pwd : String) : ValidationResult;VRAI;validate password strength;1.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserCredentials;validateVerificationToken;+ validateVerificationToken (token : String) : Boolean;VRAI;validate email-verification token;1.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserCredentials;verifyPassword;+ verifyPassword (pwd : String) : Boolean;VRAI;verify login credentials;2.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserProfile;applyUpdates;+ applyUpdates (updatedProfile : UserProfile);VRAI;persist profile updates;4.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserProfile;markEmailVerified;+ markEmailVerified (date : Date);VRAI;set email status to VERIFIED;1.0
ChatGPT-o3;1;ChatGPT-o3_run1.json;UserProfile;validateEmailFormat;+ validateEmailFormat () : ValidationResult;VRAI;validate email format;1.0
